File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,8609527,3.067,3852302568,713300669
DNACorpus2/EsCo,4641652,1593032,2.914,385709769,90933717
DNACorpus2/GaGa,148532294,46851235,3.17,29895845802,4689888126
DNACorpus2/HaHi,3890005,1306336,2.978,296981794,71414488
DNACorpus2/DaRe,62565020,19585959,3.194,10920555694,1799507474
DNACorpus2/HePy,1667825,566631,2.943,87792362,25643943
DNACorpus2/HoSa,189752667,57199679,3.317,39192047321,5759108843
DNACorpus2/DrMe,32181429,10618575,3.031,4811994885,951150382
DNACorpus2/ScPo,10652155,3590421,2.967,1205282528,253061373
DNACorpus2/BuEb,18940,7740,2.447,890789,431092
DNACorpus2/OrSa,43262523,14147605,3.058,6738210426,1264988336
DNACorpus2/AgPh,43970,17258,2.548,2083625,864900
DNACorpus2/YeMi,73689,27019,2.727,3253289,1217283
DNACorpus2/AeCa,1591049,556194,2.861,80825893,25103815
DNACorpus2/PlFa,8986712,2895340,3.104,1031626819,197660848
