File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,15116,2.565,1862780,829293
DNACorpus1/mpomtcg,186609,70007,2.666,8635344,2964827
DNACorpus1/humhbb,73308,27918,2.626,3240207,1259184
DNACorpus1/humghcs,66495,25336,2.625,2977452,1220901
DNACorpus1/humprtb,56737,21687,2.616,2569713,1007048
DNACorpus1/chntxx,155844,58089,2.683,7064785,2506394
DNACorpus1/chmpxx,121024,43269,2.797,5477482,1808970
DNACorpus1/vaccg,191737,69820,2.746,8814001,3063203
DNACorpus1/mtpacga,100314,36647,2.737,4367351,1529904
DNACorpus1/humhdab,58864,22484,2.618,2680471,1098350
DNACorpus1/hehcmv,229354,85279,2.689,10590770,3539139
