File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,15116,2.565,1804479,798594
DNACorpus1/mpomtcg,186609,70007,2.666,8505274,3078039
DNACorpus1/humhbb,73308,27918,2.626,3276814,1244736
DNACorpus1/humghcs,66495,25336,2.625,3024347,1229296
DNACorpus1/humprtb,56737,21687,2.616,2592365,1041513
DNACorpus1/chntxx,155844,58089,2.683,7249258,2565623
DNACorpus1/chmpxx,121024,43269,2.797,5527725,1899528
DNACorpus1/vaccg,191737,69820,2.746,8840645,3085313
DNACorpus1/mtpacga,100314,36647,2.737,4449462,1679484
DNACorpus1/humhdab,58864,22484,2.618,2579259,1047353
DNACorpus1/hehcmv,229354,85279,2.689,10258015,3659935
