File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/YeMi,73689,27019,2.727,7,2
DNACorpus2/DaRe,62565020,19585959,3.194,9086,1721
DNACorpus2/EnIn,26403087,8609527,3.067,3243,701
DNACorpus2/HePy,1667825,566631,2.943,97,34
DNACorpus2/OrSa,43262523,14147605,3.058,5696,1224
DNACorpus2/EsCo,4641652,1593032,2.914,385,105
DNACorpus2/GaGa,148532294,46851235,3.17,23985,4377
DNACorpus2/ScPo,10652155,3590421,2.967,1095,262
DNACorpus2/HaHi,3890005,1306336,2.978,302,85
DNACorpus2/HoSa,189752667,57199679,3.317,32611,5425
DNACorpus2/AeCa,1591049,556194,2.861,91,34
DNACorpus2/DrMe,32181429,10618575,3.031,4148,911
DNACorpus2/BuEb,18940,7740,2.447,1,0
DNACorpus2/PlFa,8986712,2895340,3.104,943,212
DNACorpus2/AgPh,43970,17258,2.548,4,1
