File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,6782768,3.893,4694673164,687905486
DNACorpus2/EsCo,4641652,1224465,3.791,488221126,87029756
DNACorpus2/GaGa,148532294,37673417,3.943,36603260923,4621788706
DNACorpus2/HaHi,3890005,1001479,3.884,381750952,68565325
DNACorpus2/DaRe,62565020,15592181,4.013,12981567946,1782987708
DNACorpus2/HePy,1667825,428312,3.894,124507271,24208425
DNACorpus2/HoSa,189752667,46081528,4.118,46748266917,5736811800
DNACorpus2/DrMe,32181429,8390006,3.836,6276684975,934985922
DNACorpus2/ScPo,10652155,2793343,3.813,1508227651,247325206
DNACorpus2/BuEb,18940,5268,3.595,1174603,400454
DNACorpus2/OrSa,43262523,11213230,3.858,8618681687,1263029634
DNACorpus2/AgPh,43970,12038,3.653,2595851,791040
DNACorpus2/YeMi,73689,19095,3.859,4300812,1150728
DNACorpus2/AeCa,1591049,420282,3.786,119796340,23785247
DNACorpus2/PlFa,8986712,2246826,4.0,1174703612,193343222
