File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,6722136,3.928,807979274,653262492
DNACorpus2/EsCo,4641652,1206519,3.847,137583948,74268478
DNACorpus2/GaGa,148532294,38114601,3.897,4012040399,3231957058
DNACorpus2/HaHi,3890005,986243,3.944,125256446,59106727
DNACorpus2/DaRe,62565020,15506608,4.035,1882790768,1543116429
DNACorpus2/HePy,1667825,423145,3.942,59961618,32799145
DNACorpus2/HoSa,189752667,46569498,4.075,6563660929,4672458070
DNACorpus2/DrMe,32181429,8326066,3.865,894777706,458682457
DNACorpus2/ScPo,10652155,2766152,3.851,313834810,149376991
DNACorpus2/BuEb,18940,4778,3.964,13093492,11184546
DNACorpus2/OrSa,43262523,11069517,3.908,1217553445,1090001819
DNACorpus2/AgPh,43970,11111,3.957,13362750,11632509
DNACorpus2/YeMi,73689,18986,3.881,13821755,12282102
DNACorpus2/AeCa,1591049,410681,3.874,53098654,33659564
DNACorpus2/PlFa,8986712,2241114,4.01,294920047,103978796
