File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,6782768,3.893,4676,715
DNACorpus2/EsCo,4641652,1224465,3.791,488,91
DNACorpus2/GaGa,148532294,37673417,3.943,36275,4670
DNACorpus2/HaHi,3890005,1001479,3.884,387,72
DNACorpus2/DaRe,62565020,15592181,4.013,13274,1793
DNACorpus2/HePy,1667825,428312,3.894,124,25
DNACorpus2/HoSa,189752667,46081528,4.118,47081,5739
DNACorpus2/DrMe,32181429,8390006,3.836,6263,958
DNACorpus2/ScPo,10652155,2793343,3.813,1506,255
DNACorpus2/BuEb,18940,5268,3.595,1,0
DNACorpus2/OrSa,43262523,11213230,3.858,8661,1293
DNACorpus2/AgPh,43970,12038,3.653,2,0
DNACorpus2/YeMi,73689,19095,3.859,4,1
DNACorpus2/AeCa,1591049,420282,3.786,118,24
DNACorpus2/PlFa,8986712,2246826,4.0,1180,200
