File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,9806,3.954,0,1
DNACorpus1/mpomtcg,186609,47899,3.896,1,3
DNACorpus1/humhbb,73308,18628,3.935,0,1
DNACorpus1/humghcs,66495,16909,3.933,0,1
DNACorpus1/humprtb,56737,14447,3.927,0,1
DNACorpus1/chntxx,155844,40087,3.888,1,3
DNACorpus1/chmpxx,121024,31151,3.885,1,2
DNACorpus1/vaccg,191737,49496,3.874,1,4
DNACorpus1/mtpacga,100314,25888,3.875,0,2
DNACorpus1/humhdab,58864,14947,3.938,0,1
DNACorpus1/hehcmv,229354,59038,3.885,1,4
