File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,6782768,3.893,4731036687,691215119
DNACorpus2/EsCo,4641652,1224465,3.791,489955535,86994665
DNACorpus2/GaGa,148532294,37673417,3.943,35828866560,4597507001
DNACorpus2/HaHi,3890005,1001479,3.884,382909043,69013962
DNACorpus2/DaRe,62565020,15592181,4.013,13098764123,1768171572
DNACorpus2/HePy,1667825,428312,3.894,124588767,24820388
DNACorpus2/HoSa,189752667,46081528,4.118,46776562029,5694202749
DNACorpus2/DrMe,32181429,8390006,3.836,6294529620,937468539
DNACorpus2/ScPo,10652155,2793343,3.813,1512152225,246800094
DNACorpus2/BuEb,18940,5268,3.595,1181506,426323
DNACorpus2/OrSa,43262523,11213230,3.858,8499420700,1260236844
DNACorpus2/AgPh,43970,12038,3.653,2597443,745885
DNACorpus2/YeMi,73689,19095,3.859,4136222,1156739
DNACorpus2/AeCa,1591049,420282,3.786,118819387,23911917
DNACorpus2/PlFa,8986712,2246826,4.0,1166772031,194287509
