File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,6600780,4.0,42137951,177491305
DNACorpus2/EsCo,4641652,1160421,4.0,7463894,31275583
DNACorpus2/GaGa,148532294,37133082,4.0,234889570,988684098
DNACorpus2/HaHi,3890005,972510,4.0,6288750,26078389
DNACorpus2/DaRe,62565020,15641263,4.0,99169123,421386163
DNACorpus2/HePy,1667825,416965,4.0,2753749,11355537
DNACorpus2/HoSa,189752667,47438175,4.0,300138717,1261136272
DNACorpus2/DrMe,32181429,8045366,4.0,51337825,214217045
DNACorpus2/ScPo,10652155,2663047,4.0,17008779,71255416
DNACorpus2/BuEb,18940,4743,3.993,76585,209655
DNACorpus2/OrSa,43262523,10815639,4.0,68965892,290008519
DNACorpus2/AgPh,43970,11001,3.997,138881,425942
DNACorpus2/YeMi,73689,18431,3.998,196339,577829
DNACorpus2/AeCa,1591049,397771,4.0,2665593,10731401
DNACorpus2/PlFa,8986712,2246686,4.0,14274036,60543722
