File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,6600780,4.0,43514415,175709844
DNACorpus2/EsCo,4641652,1160421,4.0,7449635,31064631
DNACorpus2/GaGa,148532294,37133082,4.0,235457740,967747024
DNACorpus2/HaHi,3890005,972510,4.0,6342519,26167647
DNACorpus2/DaRe,62565020,15641263,4.0,98905734,412747430
DNACorpus2/HePy,1667825,416965,4.0,2734802,11386069
DNACorpus2/HoSa,189752667,47438175,4.0,299898318,1241028189
DNACorpus2/DrMe,32181429,8045366,4.0,51583627,210623156
DNACorpus2/ScPo,10652155,2663047,4.0,16926868,70386168
DNACorpus2/BuEb,18940,4743,3.993,77396,196029
DNACorpus2/OrSa,43262523,10815639,4.0,68545581,286206043
DNACorpus2/AgPh,43970,11001,3.997,154420,383272
DNACorpus2/YeMi,73689,18431,3.998,173357,622493
DNACorpus2/AeCa,1591049,397771,4.0,2661453,10795157
DNACorpus2/PlFa,8986712,2246686,4.0,14274791,59883372
