File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,13829,2.804,407488,964957
DNACorpus1/mpomtcg,186609,57987,3.218,1358800,1921099
DNACorpus1/humhbb,73308,24512,2.991,660775,1162490
DNACorpus1/humghcs,66495,22399,2.969,717402,1134337
DNACorpus1/humprtb,56737,19413,2.923,592897,997309
DNACorpus1/chntxx,155844,48659,3.203,1192296,1669045
DNACorpus1/chmpxx,121024,37060,3.266,1161909,1322992
DNACorpus1/vaccg,191737,57841,3.315,1684995,1920348
DNACorpus1/mtpacga,100314,31653,3.169,906819,1393626
DNACorpus1/humhdab,58864,20064,2.934,704016,1028878
DNACorpus1/hehcmv,229354,69939,3.279,1571721,2181990
