File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,10508,3.69,3240485,780681
DNACorpus1/mpomtcg,186609,50680,3.682,11157599,2930911
DNACorpus1/humhbb,73308,19749,3.712,4139508,1279020
DNACorpus1/humghcs,66495,17871,3.721,3869520,1182588
DNACorpus1/humprtb,56737,15217,3.729,3265251,1031243
DNACorpus1/chntxx,155844,41870,3.722,9351607,2570262
DNACorpus1/chmpxx,121024,30916,3.915,7085137,1856607
DNACorpus1/vaccg,191737,50542,3.794,11583031,2969314
DNACorpus1/mtpacga,100314,26097,3.844,5836445,1514323
DNACorpus1/humhdab,58864,15796,3.727,3387602,982150
DNACorpus1/hehcmv,229354,61968,3.701,13786051,3633104
