File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,6722136,3.928,804208509,659520843
DNACorpus2/EsCo,4641652,1206519,3.847,138927593,75683188
DNACorpus2/GaGa,148532294,38114601,3.897,4032238878,3235248903
DNACorpus2/HaHi,3890005,986243,3.944,125362729,60361955
DNACorpus2/DaRe,62565020,15506608,4.035,1880005222,1556399556
DNACorpus2/HePy,1667825,423145,3.942,61027288,33870318
DNACorpus2/HoSa,189752667,46569498,4.075,6548590259,4690519865
DNACorpus2/DrMe,32181429,8326066,3.865,889681743,459953707
DNACorpus2/ScPo,10652155,2766152,3.851,314642939,152140705
DNACorpus2/BuEb,18940,4778,3.964,14003450,11908264
DNACorpus2/OrSa,43262523,11069517,3.908,1215277635,1092360013
DNACorpus2/AgPh,43970,11111,3.957,14079915,12393538
DNACorpus2/YeMi,73689,18986,3.881,14819678,13074371
DNACorpus2/AeCa,1591049,410681,3.874,54115136,34882725
DNACorpus2/PlFa,8986712,2241114,4.01,295399837,105169257
