File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,18437,2.103,597005,1112255
DNACorpus1/mpomtcg,186609,77315,2.414,1895080,2122879
DNACorpus1/humhbb,73308,32681,2.243,836406,1191945
DNACorpus1/humghcs,66495,29864,2.227,896990,1281314
DNACorpus1/humprtb,56737,25883,2.192,808453,1017396
DNACorpus1/chntxx,155844,64879,2.402,1605094,1803186
DNACorpus1/chmpxx,121024,49414,2.449,1465179,1519883
DNACorpus1/vaccg,191737,77120,2.486,2211927,2157544
DNACorpus1/mtpacga,100314,42203,2.377,1185624,1424373
DNACorpus1/humhdab,58864,26752,2.2,879337,1164554
DNACorpus1/hehcmv,229354,93251,2.46,2154789,2406393
