File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,15300,2.534,2532320,926505
DNACorpus1/mpomtcg,186609,70254,2.656,12506979,3412709
DNACorpus1/humhbb,73308,28134,2.606,4579316,1465711
DNACorpus1/humghcs,66495,25552,2.602,4195623,1268119
DNACorpus1/humprtb,56737,21902,2.59,3560427,1168381
DNACorpus1/chntxx,155844,58336,2.671,10460013,3015100
DNACorpus1/chmpxx,121024,43516,2.781,7663205,2152845
DNACorpus1/vaccg,191737,70067,2.736,12735120,3334923
DNACorpus1/mtpacga,100314,36862,2.721,6385860,1800893
DNACorpus1/humhdab,58864,22699,2.593,3724256,1217002
DNACorpus1/hehcmv,229354,85526,2.682,15571132,4090235
