File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,8609993,3.067,4620135029,760005083
DNACorpus2/EsCo,4641652,1593404,2.913,478277306,100526559
DNACorpus2/GaGa,148532294,46851765,3.17,35576500918,4865446855
DNACorpus2/HaHi,3890005,1306708,2.977,381269436,78582282
DNACorpus2/DaRe,62565020,19586457,3.194,12901238545,1892777045
DNACorpus2/HePy,1667825,566972,2.942,120706085,28728857
DNACorpus2/HoSa,189752667,57200209,3.317,46354350279,5961869515
DNACorpus2/DrMe,32181429,10619042,3.031,6156375395,1017877590
DNACorpus2/ScPo,10652155,3590856,2.966,1490082130,278184799
DNACorpus2/BuEb,18940,7893,2.4,1039548,482590
DNACorpus2/OrSa,43262523,14148071,3.058,8468935856,1359165339
DNACorpus2/AgPh,43970,17442,2.521,2452922,886671
DNACorpus2/YeMi,73689,27235,2.706,4239137,1335656
DNACorpus2/AeCa,1591049,556535,2.859,119582485,27614087
DNACorpus2/PlFa,8986712,2895744,3.103,1178463477,216916020
