File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,8609993,3.067,4601393571,758530448
DNACorpus2/EsCo,4641652,1593404,2.913,476680721,100174748
DNACorpus2/GaGa,148532294,46851765,3.17,35319788157,4831458651
DNACorpus2/HaHi,3890005,1306708,2.977,370833638,79333728
DNACorpus2/DaRe,62565020,19586457,3.194,12800156241,1891664354
DNACorpus2/HePy,1667825,566972,2.942,120669438,28302718
DNACorpus2/HoSa,189752667,57200209,3.317,45482425740,5944531276
DNACorpus2/DrMe,32181429,10619042,3.031,6086017988,1013092925
DNACorpus2/ScPo,10652155,3590856,2.966,1479206822,276442630
DNACorpus2/BuEb,18940,7893,2.4,902059,481557
DNACorpus2/OrSa,43262523,14148071,3.058,8445364563,1350255119
DNACorpus2/AgPh,43970,17442,2.521,2415581,929070
DNACorpus2/YeMi,73689,27235,2.706,3919734,1363298
DNACorpus2/AeCa,1591049,556535,2.859,114054709,27748543
DNACorpus2/PlFa,8986712,2895744,3.103,1138199403,218222993
