File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,15116,2.565,1849934,704367
DNACorpus1/mpomtcg,186609,70007,2.666,8624666,3108305
DNACorpus1/humhbb,73308,27918,2.626,3375248,1190843
DNACorpus1/humghcs,66495,25336,2.625,3090301,1210951
DNACorpus1/humprtb,56737,21687,2.616,2591451,972221
DNACorpus1/chntxx,155844,58089,2.683,7175184,2606700
DNACorpus1/chmpxx,121024,43269,2.797,5497154,1896732
DNACorpus1/vaccg,191737,69820,2.746,9207763,3002395
DNACorpus1/mtpacga,100314,36647,2.737,4451214,1577251
DNACorpus1/humhdab,58864,22484,2.618,2672525,1081437
DNACorpus1/hehcmv,229354,85279,2.689,10670098,3585884
