File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,8986109,2.938,226738355,177949385
DNACorpus2/EsCo,4641652,1621508,2.863,38061373,33426027
DNACorpus2/GaGa,148532294,52441876,2.832,1202182259,1063916164
DNACorpus2/HaHi,3890005,1324571,2.937,38550545,27077231
DNACorpus2/DaRe,62565020,21182510,2.954,557821453,422881216
DNACorpus2/HePy,1667825,572507,2.913,17085901,12102058
DNACorpus2/HoSa,189752667,63973137,2.966,1698480313,1265783572
DNACorpus2/DrMe,32181429,11150498,2.886,273373610,226489704
DNACorpus2/ScPo,10652155,3691943,2.885,86470382,74647191
DNACorpus2/BuEb,18940,9894,1.914,361832,804726
DNACorpus2/OrSa,43262523,15008736,2.882,352758488,305204608
DNACorpus2/AgPh,43970,20885,2.105,692455,1076369
DNACorpus2/YeMi,73689,31700,2.325,917039,1260115
DNACorpus2/AeCa,1591049,561527,2.833,14087239,11914754
DNACorpus2/PlFa,8986712,2972072,3.024,88424485,58729091
