File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,18437,2.103,544535,978633
DNACorpus1/mpomtcg,186609,77315,2.414,1982714,2229789
DNACorpus1/humhbb,73308,32681,2.243,946893,1296582
DNACorpus1/humghcs,66495,29864,2.227,984614,1194991
DNACorpus1/humprtb,56737,25883,2.192,808222,1069464
DNACorpus1/chntxx,155844,64879,2.402,1610363,1882064
DNACorpus1/chmpxx,121024,49414,2.449,1465059,1469317
DNACorpus1/vaccg,191737,77120,2.486,2203289,2180557
DNACorpus1/mtpacga,100314,42203,2.377,1210138,1429202
DNACorpus1/humhdab,58864,26752,2.2,860341,1088560
DNACorpus1/hehcmv,229354,93251,2.46,2325920,2405490
