File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,18437,2.103,527363,1128606
DNACorpus1/mpomtcg,186609,77315,2.414,1937630,2025045
DNACorpus1/humhbb,73308,32681,2.243,855892,1201664
DNACorpus1/humghcs,66495,29864,2.227,888073,1282997
DNACorpus1/humprtb,56737,25883,2.192,791511,1056279
DNACorpus1/chntxx,155844,64879,2.402,1544189,1893307
DNACorpus1/chmpxx,121024,49414,2.449,1493544,1507791
DNACorpus1/vaccg,191737,77120,2.486,2208611,2135734
DNACorpus1/mtpacga,100314,42203,2.377,1150828,1425726
DNACorpus1/humhdab,58864,26752,2.2,869227,1121823
DNACorpus1/hehcmv,229354,93251,2.46,2259948,2461798
