File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,8986109,2.938,237723383,178129068
DNACorpus2/EsCo,4641652,1621508,2.863,43092585,33289946
DNACorpus2/GaGa,148532294,52441876,2.832,1407328378,1063892316
DNACorpus2/HaHi,3890005,1324571,2.937,37744619,27011098
DNACorpus2/DaRe,62565020,21182510,2.954,641005053,425119020
DNACorpus2/HePy,1667825,572507,2.913,17568698,12184836
DNACorpus2/HoSa,189752667,63973137,2.966,1971382694,1266641652
DNACorpus2/DrMe,32181429,11150498,2.886,333654716,226551807
DNACorpus2/ScPo,10652155,3691943,2.885,95853896,74765506
DNACorpus2/BuEb,18940,9894,1.914,464385,759982
DNACorpus2/OrSa,43262523,15008736,2.882,442463559,304540696
DNACorpus2/AgPh,43970,20885,2.105,755193,1006466
DNACorpus2/YeMi,73689,31700,2.325,1202065,1279942
DNACorpus2/AeCa,1591049,561527,2.833,16400137,11979098
DNACorpus2/PlFa,8986712,2972072,3.024,94716523,58634085
