File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,18437,2.103,775039,980717
DNACorpus1/mpomtcg,186609,77315,2.414,2579797,2205072
DNACorpus1/humhbb,73308,32681,2.243,1096535,1221440
DNACorpus1/humghcs,66495,29864,2.227,1196643,1284819
DNACorpus1/humprtb,56737,25883,2.192,991878,1091816
DNACorpus1/chntxx,155844,64879,2.402,2216594,1950263
DNACorpus1/chmpxx,121024,49414,2.449,1923472,1633536
DNACorpus1/vaccg,191737,77120,2.486,2942851,2193139
DNACorpus1/mtpacga,100314,42203,2.377,1621102,1521725
DNACorpus1/humhdab,58864,26752,2.2,1155476,1166917
DNACorpus1/hehcmv,229354,93251,2.46,3177603,2507662
