File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,8986109,2.938,416574258,178211161
DNACorpus2/EsCo,4641652,1621508,2.863,114980685,33472631
DNACorpus2/GaGa,148532294,52441876,2.832,2301026154,1065140887
DNACorpus2/HaHi,3890005,1324571,2.937,97235872,27007042
DNACorpus2/DaRe,62565020,21182510,2.954,1045600159,425912065
DNACorpus2/HePy,1667825,572507,2.913,56236892,12222484
DNACorpus2/HoSa,189752667,63973137,2.966,3082106805,1270122012
DNACorpus2/DrMe,32181429,11150498,2.886,575159940,227271031
DNACorpus2/ScPo,10652155,3691943,2.885,200344350,74607840
DNACorpus2/BuEb,18940,9894,1.914,4105223,777705
DNACorpus2/OrSa,43262523,15008736,2.882,749753734,305418568
DNACorpus2/AgPh,43970,20885,2.105,6891411,998942
DNACorpus2/YeMi,73689,31700,2.325,8218070,1186636
DNACorpus2/AeCa,1591049,561527,2.833,59690560,11999824
DNACorpus2/PlFa,8986712,2972072,3.024,181891992,58912955
