File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,8609527,3.067,3890308595,717935718
DNACorpus2/EsCo,4641652,1593032,2.914,365245374,90635752
DNACorpus2/GaGa,148532294,46851235,3.17,28181217235,4672865758
DNACorpus2/HaHi,3890005,1306336,2.978,291781768,71968238
DNACorpus2/DaRe,62565020,19585959,3.194,10647143077,1818880721
DNACorpus2/HePy,1667825,566631,2.943,85197893,25619145
DNACorpus2/HoSa,189752667,57199679,3.317,38700308593,5787264010
DNACorpus2/DrMe,32181429,10618575,3.031,4487887650,963140583
DNACorpus2/ScPo,10652155,3590421,2.967,1188607525,255141935
DNACorpus2/BuEb,18940,7740,2.447,1100834,444518
DNACorpus2/OrSa,43262523,14147605,3.058,6576534696,1291609012
DNACorpus2/AgPh,43970,17258,2.548,2053810,855261
DNACorpus2/YeMi,73689,27019,2.727,3318102,1231872
DNACorpus2/AeCa,1591049,556194,2.861,81785878,25067571
DNACorpus2/PlFa,8986712,2895340,3.104,969485618,198601637
