File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/EnIn,26403087,8609527,3.067,3824481712,712739857
DNACorpus2/EsCo,4641652,1593032,2.914,380941214,89767507
DNACorpus2/GaGa,148532294,46851235,3.17,29926513558,4662089173
DNACorpus2/HaHi,3890005,1306336,2.978,291667485,71075642
DNACorpus2/DaRe,62565020,19585959,3.194,11027328357,1807357543
DNACorpus2/HePy,1667825,566631,2.943,87732266,25404744
DNACorpus2/HoSa,189752667,57199679,3.317,40130965194,5799334517
DNACorpus2/DrMe,32181429,10618575,3.031,4881925127,956354415
DNACorpus2/ScPo,10652155,3590421,2.967,1220474479,252411505
DNACorpus2/BuEb,18940,7740,2.447,913723,443145
DNACorpus2/OrSa,43262523,14147605,3.058,6824401190,1290156966
DNACorpus2/AgPh,43970,17258,2.548,2160774,901911
DNACorpus2/YeMi,73689,27019,2.727,3210182,1240659
DNACorpus2/AeCa,1591049,556194,2.861,82835785,25012625
DNACorpus2/PlFa,8986712,2895340,3.104,1040631161,199503148
