File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humdyst,38770,15116,2.565,1925356,728302
DNACorpus1/mpomtcg,186609,70007,2.666,8533595,2992848
DNACorpus1/humhbb,73308,27918,2.626,3282944,1214157
DNACorpus1/humghcs,66495,25336,2.625,3028766,1159104
DNACorpus1/humprtb,56737,21687,2.616,2681261,1052242
DNACorpus1/chntxx,155844,58089,2.683,7371437,2557647
DNACorpus1/chmpxx,121024,43269,2.797,5491886,1851047
DNACorpus1/vaccg,191737,69820,2.746,8672898,3045667
DNACorpus1/mtpacga,100314,36647,2.737,4376314,1572411
DNACorpus1/humhdab,58864,22484,2.618,2627830,1077510
DNACorpus1/hehcmv,229354,85279,2.689,10542149,3505884
